job,marital,default,housing,loan,contact,month,poutcome,deposit
services,divorced,no,no,no,cellular,jun,success,yes
management,divorced,no,no,no,cellular,jun,other,yes
services,single,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,unknown,yes
self-employed,single,no,no,no,cellular,jun,unknown,yes
unemployed,single,no,no,no,cellular,jun,unknown,yes
student,single,no,no,no,cellular,jun,unknown,yes
admin.,single,no,yes,yes,cellular,jun,unknown,yes
management,single,no,no,no,cellular,jun,other,yes
blue-collar,married,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,success,yes
management,single,no,no,no,cellular,jun,unknown,yes
admin.,married,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,unknown,yes
admin.,single,no,no,yes,cellular,jun,success,yes
management,married,no,no,no,cellular,jun,unknown,yes
management,single,no,yes,no,cellular,jun,unknown,yes
unemployed,single,no,no,no,cellular,jun,unknown,yes
blue-collar,married,no,no,no,cellular,jun,unknown,yes
technician,divorced,no,yes,no,cellular,jun,unknown,yes
admin.,married,no,no,no,cellular,jun,success,yes
services,divorced,no,no,no,cellular,jun,unknown,yes
technician,married,no,no,no,cellular,jun,unknown,yes
admin.,married,no,no,no,telephone,jun,unknown,yes
services,married,no,yes,no,cellular,jun,success,yes
technician,married,no,yes,no,cellular,jun,failure,yes
technician,single,no,no,no,cellular,jun,success,yes
admin.,married,no,no,no,cellular,jun,unknown,yes
student,single,no,no,no,cellular,jun,unknown,yes
technician,single,no,no,no,cellular,jun,unknown,yes
services,married,no,yes,no,cellular,jun,failure,yes
blue-collar,married,no,yes,no,cellular,jun,other,yes
blue-collar,married,no,no,no,cellular,jun,unknown,yes
technician,single,no,no,no,cellular,jun,success,yes
entrepreneur,married,no,no,no,cellular,jun,unknown,yes
blue-collar,married,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,failure,yes
technician,married,no,no,no,cellular,jun,unknown,yes
technician,married,no,yes,no,cellular,jun,failure,yes
technician,married,no,no,no,cellular,jun,unknown,yes
unemployed,married,no,no,no,cellular,jun,success,yes
technician,married,no,no,no,telephone,jun,unknown,yes
self-employed,married,no,no,no,cellular,jun,success,yes
admin.,single,no,yes,yes,cellular,jun,unknown,yes
entrepreneur,married,no,no,no,telephone,jun,unknown,yes
management,single,no,no,no,cellular,jun,unknown,yes
blue-collar,married,no,no,no,cellular,jun,failure,yes
management,divorced,no,no,no,cellular,jun,unknown,yes
blue-collar,married,no,no,no,cellular,jun,unknown,yes
admin.,married,no,no,no,cellular,jun,unknown,yes
technician,single,no,no,no,cellular,jun,unknown,yes
management,divorced,no,no,no,cellular,jun,unknown,yes
student,single,no,no,no,cellular,jun,unknown,yes
admin.,married,no,yes,no,cellular,jun,unknown,yes
management,single,no,yes,no,cellular,jun,failure,yes
management,divorced,no,no,no,cellular,jun,unknown,yes
technician,single,no,yes,no,cellular,jun,success,yes
management,single,no,no,no,cellular,jun,unknown,yes
admin.,divorced,no,no,no,cellular,jun,unknown,yes
blue-collar,single,no,no,no,cellular,jun,unknown,yes
management,single,no,no,no,cellular,jun,success,yes
retired,married,no,no,no,cellular,jun,unknown,yes
unemployed,married,no,no,no,cellular,jun,failure,yes
blue-collar,single,no,no,no,cellular,jun,unknown,yes
blue-collar,married,no,no,no,cellular,jun,success,yes
blue-collar,married,no,yes,no,cellular,jun,other,yes
management,divorced,no,yes,no,cellular,jun,other,yes
management,divorced,no,no,no,cellular,jun,unknown,yes
services,married,no,yes,no,cellular,jun,success,yes
management,married,no,yes,yes,cellular,jun,unknown,yes
admin.,single,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,unknown,yes
services,single,no,no,no,cellular,jun,unknown,yes
management,single,no,no,no,cellular,jun,unknown,yes
student,single,no,no,no,cellular,jun,unknown,yes
student,single,no,no,no,cellular,jun,unknown,yes
admin.,single,no,no,no,cellular,jun,unknown,yes
services,married,no,yes,yes,cellular,jun,failure,yes
management,married,no,no,no,cellular,jun,unknown,yes
technician,single,no,yes,no,cellular,jun,other,yes
management,married,no,no,no,cellular,jun,other,yes
management,married,no,yes,no,cellular,jun,unknown,yes
technician,single,no,no,no,cellular,jun,success,yes
admin.,married,no,no,no,cellular,jun,unknown,yes
admin.,single,no,no,no,cellular,jun,unknown,yes
entrepreneur,divorced,no,yes,no,cellular,jun,failure,yes
blue-collar,married,no,no,yes,cellular,jun,failure,yes
unemployed,married,no,no,no,cellular,jun,unknown,yes
services,single,no,no,no,cellular,jun,unknown,yes
management,single,no,no,no,cellular,jun,success,yes
student,single,no,no,no,cellular,jun,unknown,yes
admin.,single,no,no,no,cellular,jun,failure,yes
admin.,single,no,yes,no,cellular,jun,failure,yes
admin.,married,no,no,no,cellular,jun,unknown,yes
management,single,no,no,no,cellular,jun,success,yes
management,single,no,no,no,cellular,jun,unknown,yes
admin.,divorced,no,no,no,cellular,jun,success,yes
retired,married,no,no,no,cellular,jun,unknown,yes
technician,married,no,no,no,cellular,jun,unknown,yes
retired,married,no,no,no,telephone,jun,unknown,yes
self-employed,single,no,yes,no,cellular,jun,success,yes
student,single,no,no,no,cellular,jun,unknown,yes
technician,married,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,unknown,yes
retired,married,no,no,no,cellular,jun,unknown,yes
management,single,no,yes,no,cellular,jun,unknown,yes
blue-collar,married,no,no,no,cellular,jun,unknown,yes
technician,single,no,yes,no,cellular,jun,unknown,yes
housemaid,single,no,no,no,telephone,jun,unknown,yes
management,single,no,no,no,cellular,jun,success,yes
unemployed,single,no,no,no,cellular,jun,unknown,yes
unemployed,single,no,no,no,telephone,jun,unknown,yes
self-employed,single,no,no,no,cellular,jun,unknown,yes
unemployed,single,no,yes,no,cellular,jun,unknown,yes
management,divorced,no,no,yes,cellular,jun,unknown,yes
blue-collar,single,no,no,no,cellular,jun,success,yes
services,married,no,yes,no,cellular,jun,unknown,yes
technician,single,no,no,no,cellular,jun,unknown,yes
technician,single,no,no,no,cellular,jun,unknown,yes
admin.,married,no,no,no,cellular,jun,unknown,yes
self-employed,married,no,no,no,cellular,jun,unknown,yes
technician,married,no,yes,no,cellular,jun,unknown,yes
blue-collar,married,no,no,no,cellular,jun,unknown,yes
admin.,single,no,no,no,cellular,jun,success,yes
entrepreneur,divorced,no,no,no,cellular,jun,success,yes
management,single,no,no,no,cellular,jun,unknown,yes
technician,single,no,no,no,telephone,jun,unknown,yes
services,single,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,failure,yes
self-employed,single,no,no,no,cellular,jun,other,yes
management,married,no,no,no,cellular,jun,other,yes
management,single,no,yes,no,cellular,jun,unknown,yes
admin.,married,no,no,no,telephone,jun,unknown,yes
services,married,no,no,no,cellular,jun,unknown,yes
entrepreneur,married,no,no,no,cellular,jun,unknown,yes
technician,married,no,no,no,cellular,jun,success,yes
retired,married,no,yes,no,cellular,jun,unknown,yes
management,single,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,unknown,yes
services,single,no,no,no,cellular,jun,unknown,yes
student,single,no,no,no,cellular,jun,other,yes
management,single,no,no,no,cellular,jun,unknown,yes
admin.,married,no,no,no,cellular,jun,failure,yes
admin.,single,no,yes,no,cellular,jun,success,yes
admin.,single,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,unknown,yes
management,single,no,no,no,cellular,jun,unknown,yes
management,single,no,no,no,cellular,jun,unknown,yes
blue-collar,married,no,yes,yes,cellular,jun,unknown,yes
technician,married,no,no,no,cellular,jun,unknown,yes
services,married,no,yes,yes,cellular,jun,unknown,yes
technician,single,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,unknown,yes
retired,married,no,no,no,cellular,jun,unknown,yes
management,married,no,yes,yes,cellular,jun,failure,yes
services,single,no,no,no,telephone,jun,other,yes
management,single,no,no,no,telephone,jun,failure,yes
management,married,no,no,no,cellular,jun,unknown,yes
retired,married,no,no,no,telephone,jun,failure,yes
management,married,no,no,no,cellular,jun,success,yes
retired,married,no,yes,no,cellular,jun,unknown,yes
admin.,married,no,yes,yes,cellular,jun,failure,yes
retired,married,no,no,no,cellular,jun,unknown,yes
retired,married,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jun,unknown,yes
student,single,no,no,no,cellular,jun,unknown,yes
management,married,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,no,no,yes,cellular,jul,unknown,yes
self-employed,married,no,no,no,cellular,jul,success,yes
retired,divorced,no,no,no,cellular,jul,unknown,yes
blue-collar,married,no,no,no,cellular,jul,unknown,yes
blue-collar,married,no,yes,no,cellular,jul,unknown,yes
services,single,no,no,no,cellular,jul,unknown,yes
retired,married,no,no,no,telephone,jul,unknown,yes
technician,married,no,yes,no,cellular,jul,unknown,yes
management,married,no,no,no,cellular,jul,unknown,yes
management,married,no,yes,no,cellular,jul,success,yes
entrepreneur,married,no,yes,no,telephone,jul,failure,yes
technician,single,no,no,no,cellular,jul,unknown,yes
management,single,no,yes,no,cellular,jul,success,yes
housemaid,divorced,no,no,no,cellular,jul,unknown,yes
admin.,divorced,no,yes,no,cellular,jul,success,yes
blue-collar,married,no,yes,no,cellular,jul,failure,yes
admin.,married,no,no,no,cellular,jul,unknown,yes
blue-collar,married,no,no,no,telephone,jul,unknown,yes
management,divorced,no,no,no,cellular,jul,unknown,yes
retired,married,no,no,no,telephone,jul,unknown,yes
services,single,no,no,no,cellular,jul,unknown,yes
unemployed,married,no,no,no,cellular,jul,success,yes
self-employed,single,no,no,no,cellular,jul,unknown,yes
unemployed,single,no,no,no,cellular,jul,unknown,yes
blue-collar,married,no,no,no,cellular,jul,unknown,yes
admin.,married,no,no,no,cellular,jul,unknown,yes
entrepreneur,married,no,no,no,cellular,jul,other,yes
management,single,no,no,no,cellular,jul,unknown,yes
blue-collar,single,no,no,no,cellular,jul,unknown,yes
management,married,no,no,no,cellular,jul,unknown,yes
technician,married,no,no,no,cellular,jul,unknown,yes
services,single,no,no,no,cellular,jul,unknown,yes
retired,married,no,no,no,cellular,jul,unknown,yes
retired,married,no,no,no,cellular,jul,unknown,yes
admin.,married,no,yes,yes,cellular,jul,unknown,yes
management,married,no,no,no,cellular,jul,unknown,yes
services,married,no,no,no,cellular,jul,success,yes
technician,single,no,no,no,cellular,jul,unknown,yes
retired,married,no,no,no,cellular,jul,unknown,yes
management,married,no,no,no,cellular,jul,unknown,yes
unemployed,married,no,yes,no,cellular,jul,failure,yes
student,single,no,no,no,cellular,jul,unknown,yes
retired,married,no,no,no,telephone,jul,unknown,yes
housemaid,married,no,no,no,telephone,jul,unknown,yes
management,single,no,yes,no,cellular,jul,failure,yes
management,single,no,no,no,cellular,jul,failure,yes
student,married,no,no,no,cellular,jul,failure,yes
retired,married,no,no,no,telephone,jul,unknown,yes
retired,married,no,no,no,cellular,jul,unknown,yes
technician,married,no,no,no,cellular,jul,other,yes
management,married,no,no,no,cellular,jul,unknown,yes
blue-collar,married,no,yes,no,telephone,jul,unknown,yes
management,single,no,no,no,cellular,jul,unknown,yes
student,single,no,no,no,cellular,jul,unknown,yes
management,single,no,yes,no,cellular,jul,unknown,yes
student,single,no,no,no,cellular,jul,unknown,yes
student,single,no,no,no,cellular,jul,unknown,yes
blue-collar,single,no,no,no,telephone,jul,unknown,yes
management,married,no,no,no,cellular,jul,unknown,yes
management,single,no,no,no,cellular,jul,other,yes
blue-collar,divorced,no,no,no,cellular,jul,unknown,yes
student,single,no,no,no,cellular,jul,unknown,yes
entrepreneur,single,no,no,no,cellular,jul,failure,yes
management,single,no,no,no,cellular,jul,unknown,yes
management,single,no,no,no,cellular,aug,success,yes
management,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,yes,yes,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,unknown,yes
technician,married,no,yes,no,cellular,aug,success,yes
retired,married,no,yes,no,cellular,aug,unknown,yes
technician,single,no,yes,no,cellular,aug,success,yes
management,married,no,no,no,cellular,aug,success,yes
technician,single,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,success,yes
self-employed,married,no,no,no,cellular,aug,success,yes
admin.,divorced,no,no,yes,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,success,yes
student,single,no,no,no,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,success,yes
management,single,no,no,no,cellular,aug,other,yes
student,married,no,no,no,cellular,aug,failure,yes
unemployed,single,no,no,no,cellular,aug,success,yes
management,married,no,no,no,telephone,aug,unknown,yes
services,single,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,success,yes
admin.,divorced,no,yes,yes,cellular,aug,failure,yes
unknown,married,no,no,no,telephone,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,unknown,yes
management,divorced,no,no,no,cellular,aug,unknown,yes
management,married,no,no,yes,cellular,aug,failure,yes
technician,married,no,no,no,cellular,aug,unknown,yes
services,single,no,no,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,failure,yes
retired,married,no,no,no,cellular,aug,unknown,yes
unemployed,married,no,no,no,cellular,aug,unknown,yes
admin.,married,no,no,no,cellular,aug,success,yes
management,married,no,yes,no,cellular,aug,success,yes
admin.,single,no,no,no,cellular,aug,other,yes
services,single,no,yes,no,cellular,aug,failure,yes
unemployed,married,no,yes,no,cellular,aug,success,yes
technician,married,no,no,no,cellular,aug,unknown,yes
entrepreneur,divorced,no,yes,no,cellular,aug,unknown,yes
retired,married,no,no,no,cellular,aug,unknown,yes
student,single,no,no,no,cellular,aug,success,yes
management,single,no,yes,no,cellular,aug,unknown,yes
student,single,no,no,no,cellular,aug,unknown,yes
technician,married,no,no,no,cellular,aug,other,yes
retired,divorced,no,no,no,cellular,aug,success,yes
self-employed,single,no,no,no,telephone,aug,failure,yes
self-employed,divorced,no,no,no,cellular,aug,unknown,yes
management,married,no,no,no,cellular,aug,success,yes
blue-collar,married,no,yes,no,cellular,aug,success,yes
unemployed,married,no,no,no,cellular,aug,unknown,yes
services,single,no,yes,no,cellular,aug,failure,yes
housemaid,divorced,no,no,no,cellular,aug,unknown,yes
technician,married,no,yes,no,cellular,aug,failure,yes
retired,married,no,no,no,cellular,aug,unknown,yes
blue-collar,divorced,no,no,no,telephone,aug,unknown,yes
unemployed,divorced,no,no,no,cellular,aug,unknown,yes
management,single,no,no,no,cellular,aug,success,yes
management,single,no,yes,no,cellular,aug,unknown,yes
technician,married,no,yes,no,cellular,aug,failure,yes
admin.,single,no,no,no,cellular,aug,failure,yes
management,married,no,yes,yes,cellular,aug,unknown,yes
admin.,single,no,yes,no,cellular,aug,success,yes
admin.,married,no,yes,no,cellular,aug,failure,yes
self-employed,married,no,yes,no,cellular,aug,failure,yes
blue-collar,married,no,yes,no,cellular,aug,unknown,yes
services,single,no,no,no,cellular,aug,success,yes
student,single,no,no,no,telephone,aug,unknown,yes
self-employed,single,no,no,no,cellular,aug,unknown,yes
